1,,,,,2,,,,
Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,,Velocity(pixels/frame),Tortuosity(pixels/pixels),Mean Area(pixels.^2),Mean Covarience,
470.003732271709,306.828315501368,4019,0.190977133477388,5.74304779883544,782.936507936508,702.331821617536,1323,0.654741125426867,1.85919378791369
473.612893899971,303.000578201792,3459,0.159826796224769,5.26095243216303,780.222313371616,702.101722723544,1219,0.708975650748489,2.72393054924401
471.586225895317,304.600550964187,3630,0.163745852305838,2.58211077250663,781.213333333333,704.25568627451,1275,0.596271553590024,2.371008128078
471.461516034985,310.382798833819,3430,0.200514569538605,5.78359256648728,780.794069192751,708.31136738056,1214,0.537353697412828,4.07729464885132
470.360799343006,310.565836298932,3653,0.405011595551412,1.11583150593526,780.556786703601,711.92728531856,1444,0.570043089609014,3.62369500841388
470.392385392385,305.227402227402,3861,0.662890349044431,5.33852751370535,780.896212121212,708.804545454545,1320,0.464136479639074,3.14113257797626
472.489730980619,307.014174139427,3457,0.544986263141167,2.75525178197648,782.191154422789,711.792353823088,1334,0.313972739025811,3.25635907288309
469.223876153617,309.737124144091,3359,0.575299840453758,4.2520894250882,779.376028202115,710.762632197415,1702,0.329698150725091,2.99754270440017
463.979623824451,309.19696969697,3828,0.874912600570431,5.27199671080173,780.097578870139,709.800440205429,1363,0.511193466443452,1.2026839967204
468.559398922597,315.679897930252,3527,0.881869687522988,7.93742391632756,781.354938271605,710.358024691358,1296,0.431867357513362,1.37544651782694
473.289505428227,319.157297949337,4145,0.713300956201902,5.87079368120931,782.130091984231,714.987516425756,1522,0.267743905449715,4.69393832480293
474.698544698545,320.754380754381,3367,0.57311202356645,2.12980401714943,781.902698863636,710.933238636364,1408,0.511345131586696,4.06064970477021
473.79403082978,317.06329944244,3049,0.523624677750688,3.80029296109449,781.551209103841,710.00426742532,1406,0.602758661776299,0.993243455648642
475.44970715559,311.992105933282,3927,0.312391259175355,5.3346291064299,781.566378066378,710.369408369408,1386,0.467927972989338,0.365455888547592
468.167577413479,312.532656778558,3843,0.991925782124452,7.30216466517006,781.8540802213,710.828492392808,1446,0.431670150943434,0.541784708613492
470.223370429253,313.59671436142,3774,0.588102556505868,2.314844155305,782.969072164948,709.467783505155,1552,0.500290948095771,1.75918609343606
474.488434965455,321.927005106639,3329,0.901243727027359,9.35866012834322,782.434514637904,709.516949152542,1298,0.481460649686802,0.536813757836352
477.083679960851,328.286028872033,4087,0.816833913268497,6.86822246545527,780.97619047619,708.503607503608,1386,0.456975878486084,1.77582956899156
481.252982646421,330.998915401302,3688,0.950877516063013,4.974217345933,782.540579710145,710.907246376812,1380,0.486136557404761,2.86789007949924
480.607992947399,332.014692918014,3403,0.911675635415851,1.20325212457797,782.165240289664,709.396313364055,1519,0.517477059492669,1.55685524362527
480.332179009057,332.141715503463,3754,0.556758956957211,0.303657810369116,784.136901057872,711.37025513379,1607,0.613717190802426,2.7899627766676
479.006957621758,328.507590132827,3162,0.548674497171458,3.86821392051314,781.813858695652,710.779211956522,1472,0.546290776699054,2.39705190892106
470.278921865536,320.299515445185,3302,0.796209138891272,11.9812811602021,780.93899204244,709.732095490716,1508,0.53079798230149,1.36449424838036
473.131698023339,315.886163372231,4199,0.667535678827578,5.2550935601918,783.800794176042,710.626737260093,1511,0.514804115429819,2.99838212164532
467.944393801276,309.351564873898,3291,0.931417466359823,8.34320697493747,779.075541795666,707.33560371517,1615,0.583141917777143,5.75843468911207
468.398903951543,301.350158638592,3467,0.76134837113217,8.01430478700991,781.952449567723,709.091498559078,1388,0.521879314018981,3.37042505209455
468.398058252427,297.789031750197,3811,0.811599433559747,3.56112698881431,781.619602467443,710.26593557231,1459,0.468124380913377,1.22069221764296
469.373097692685,293.897889052528,4074,0.935536147504083,4.01144530109514,781.182795698925,708.709677419355,1581,0.565101631030268,1.6163971020954
463.656277827248,290.764024933215,4492,0.81921463085482,6.51944274399087,782.447477744807,709.443323442136,1685,0.841307290930625,1.46207289966014
461.551167411823,293.725782414307,4026,0.774996152190392,3.63366168457368,780.352756892231,708.072055137845,1596,0.58967216685261,2.50364378707805
458.884308167998,295.640298892038,3881,0.648815047864647,3.28291205637313,780.362892223738,708.392905866303,1466,0.535942928874783,0.32101077068684
459.726053042122,296.46864274571,3205,0.513762268335575,1.18096908216487,783.070080862534,710.321428571429,1484,0.593033888815913,3.32386373821334
,,,,,,,,,
